agency_cd,site_no,datetime,93535_00060_00003,93535_00060_00003_cd
USGS,06803486,2000-10-10,10.0,A
USGS,06803486,2000-10-11,10.0,A
USGS,06803486,2000-10-12,11.0,A
USGS,06803486,2000-10-13,12.0,A
USGS,06803486,2000-10-14,13.0,A
USGS,06803486,2000-10-15,11.0,A
USGS,06803486,2000-10-16,11.0,A
USGS,06803486,2000-10-17,11.0,A
USGS,06803486,2000-10-18,11.0,A
USGS,06803486,2000-10-19,11.0,A
USGS,06803486,2000-10-20,10.0,A
USGS,06803486,2000-10-21,9.60,A
USGS,06803486,2000-10-22,12.0,A
USGS,06803486,2000-10-23,13.0,A
USGS,06803486,2000-10-24,14.0,A
USGS,06803486,2000-10-25,16.0,A
USGS,06803486,2000-10-26,15.0,A
USGS,06803486,2000-10-27,14.0,A
USGS,06803486,2000-10-28,16.0,A
USGS,06803486,2000-10-29,17.0,A
USGS,06803486,2000-10-30,17.0,A
USGS,06803486,2000-10-31,17.0,A
USGS,06803486,2000-11-01,16.0,A
USGS,06803486,2000-11-02,13.0,A
USGS,06803486,2000-11-03,15.0,A
USGS,06803486,2000-11-04,14.0,A
USGS,06803486,2000-11-05,11.0,A
USGS,06803486,2000-11-06,17.0,A
USGS,06803486,2000-11-07,19.0,A
USGS,06803486,2000-11-08,16.0,A
USGS,06803486,2000-11-09,13.0,A
USGS,06803486,2000-11-10,12.0,A
USGS,06803486,2000-11-11,11.0,A
USGS,06803486,2000-11-12,12.0,A
USGS,06803486,2000-11-13,13.0,A
USGS,06803486,2000-11-14,11.0,A
USGS,06803486,2000-11-15,11.0,A
USGS,06803486,2000-11-16,12.0,A
USGS,06803486,2000-11-17,16.0,A
USGS,06803486,2000-11-18,13.0,A
USGS,06803486,2000-11-19,13.0,A
USGS,06803486,2000-11-20,13.0,A
USGS,06803486,2000-11-21,17.0,A
USGS,06803486,2000-11-22,15.0,A
USGS,06803486,2000-11-23,13.0,A
USGS,06803486,2000-11-24,15.0,A
USGS,06803486,2000-11-25,14.0,A
USGS,06803486,2000-11-26,14.0,A
USGS,06803486,2000-11-27,14.0,A
USGS,06803486,2000-11-28,16.0,A
USGS,06803486,2000-11-29,15.0,A
USGS,06803486,2000-11-30,13.0,A
USGS,06803486,2000-12-01,14.0,A
USGS,06803486,2000-12-02,14.0,A
USGS,06803486,2000-12-03,14.0,A:e
USGS,06803486,2000-12-04,13.0,A:e
USGS,06803486,2000-12-05,12.0,A:e
USGS,06803486,2000-12-06,13.0,A
USGS,06803486,2000-12-07,12.0,A
USGS,06803486,2000-12-08,11.0,A
USGS,06803486,2000-12-09,11.0,A:e
USGS,06803486,2000-12-10,11.0,A:e
USGS,06803486,2000-12-11,10.0,A:e
USGS,06803486,2000-12-12,10.0,A:e
USGS,06803486,2000-12-13,10.0,A:e
USGS,06803486,2000-12-14,11.0,A:e
USGS,06803486,2000-12-15,10.0,A:e
USGS,06803486,2000-12-16,11.0,A:e
USGS,06803486,2000-12-17,12.0,A:e
USGS,06803486,2000-12-18,12.0,A:e
USGS,06803486,2000-12-19,12.0,A:e
USGS,06803486,2000-12-20,11.0,A:e
USGS,06803486,2000-12-21,11.0,A:e
USGS,06803486,2000-12-22,10.0,A:e
USGS,06803486,2000-12-23,11.0,A:e
USGS,06803486,2000-12-24,11.0,A:e
USGS,06803486,2000-12-25,11.0,A:e
USGS,06803486,2000-12-26,12.0,A:e
USGS,06803486,2000-12-27,11.0,A:e
USGS,06803486,2000-12-28,12.0,A:e
USGS,06803486,2000-12-29,12.0,A:e
USGS,06803486,2000-12-30,13.0,A:e
USGS,06803486,2000-12-31,12.0,A:e
USGS,06803486,2001-01-01,12.0,A:e
USGS,06803486,2001-01-02,11.0,A:e
USGS,06803486,2001-01-03,10.0,A:e
USGS,06803486,2001-01-04,11.0,A:e
USGS,06803486,2001-01-05,12.0,A:e
USGS,06803486,2001-01-06,13.0,A:e
USGS,06803486,2001-01-07,18.0,A:e
USGS,06803486,2001-01-08,21.0,A:e
USGS,06803486,2001-01-09,22.0,A:e
USGS,06803486,2001-01-10,24.0,A
USGS,06803486,2001-01-11,23.0,A
USGS,06803486,2001-01-12,25.0,A
USGS,06803486,2001-01-13,22.0,A
USGS,06803486,2001-01-14,24.0,A
USGS,06803486,2001-01-15,25.0,A:e
USGS,06803486,2001-01-16,20.0,A
USGS,06803486,2001-01-17,18.0,A
USGS,06803486,2001-01-18,24.0,A
USGS,06803486,2001-01-19,29.0,A
USGS,06803486,2001-01-20,37.0,A
USGS,06803486,2001-01-21,27.0,A
USGS,06803486,2001-01-22,27.0,A
USGS,06803486,2001-01-23,24.0,A
USGS,06803486,2001-01-24,25.0,A
USGS,06803486,2001-01-25,46.0,A
USGS,06803486,2001-01-26,32.0,A
USGS,06803486,2001-01-27,35.0,A
USGS,06803486,2001-01-28,27.0,A
USGS,06803486,2001-01-29,26.0,A
USGS,06803486,2001-01-30,22.0,A
USGS,06803486,2001-01-31,19.0,A
USGS,06803486,2001-02-01,26.0,A
USGS,06803486,2001-02-02,41.0,A
USGS,06803486,2001-02-03,26.0,A
USGS,06803486,2001-02-04,24.0,A
USGS,06803486,2001-02-05,24.0,A
USGS,06803486,2001-02-06,27.0,A
USGS,06803486,2001-02-07,26.0,A
USGS,06803486,2001-02-08,30.0,A
USGS,06803486,2001-02-09,50.0,A
USGS,06803486,2001-02-10,51.0,A
USGS,06803486,2001-02-11,46.0,A
USGS,06803486,2001-02-12,42.0,A
USGS,06803486,2001-02-13,36.0,A
USGS,06803486,2001-02-14,29.0,A
USGS,06803486,2001-02-15,25.0,A
USGS,06803486,2001-02-16,23.0,A
USGS,06803486,2001-02-17,24.0,A
USGS,06803486,2001-02-18,28.0,A
USGS,06803486,2001-02-19,27.0,A
USGS,06803486,2001-02-20,24.0,A
USGS,06803486,2001-02-21,25.0,A
USGS,06803486,2001-02-22,22.0,A
USGS,06803486,2001-02-23,26.0,A
USGS,06803486,2001-02-24,245,A
USGS,06803486,2001-02-25,370,A:e
USGS,06803486,2001-02-26,150,A:e
USGS,06803486,2001-02-27,99.0,A
USGS,06803486,2001-02-28,107,A
USGS,06803486,2001-03-01,54.0,A
USGS,06803486,2001-03-02,49.0,A
USGS,06803486,2001-03-03,114,A
USGS,06803486,2001-03-04,147,A
USGS,06803486,2001-03-05,110,A
USGS,06803486,2001-03-06,61.0,A
USGS,06803486,2001-03-07,45.0,A
USGS,06803486,2001-03-08,35.0,A
USGS,06803486,2001-03-09,37.0,A
USGS,06803486,2001-03-10,38.0,A
USGS,06803486,2001-03-11,36.0,A
USGS,06803486,2001-03-12,38.0,A
USGS,06803486,2001-03-13,48.0,A
USGS,06803486,2001-03-14,45.0,A
USGS,06803486,2001-03-15,41.0,A
USGS,06803486,2001-03-16,40.0,A
USGS,06803486,2001-03-17,39.0,A
USGS,06803486,2001-03-18,38.0,A
USGS,06803486,2001-03-19,37.0,A
USGS,06803486,2001-03-20,37.0,A
USGS,06803486,2001-03-21,37.0,A
USGS,06803486,2001-03-22,37.0,A
USGS,06803486,2001-03-23,33.0,A
USGS,06803486,2001-03-24,27.0,A
USGS,06803486,2001-03-25,25.0,A
USGS,06803486,2001-03-26,23.0,A
USGS,06803486,2001-03-27,23.0,A
USGS,06803486,2001-03-28,25.0,A
USGS,06803486,2001-03-29,26.0,A
USGS,06803486,2001-03-30,26.0,A
USGS,06803486,2001-03-31,26.0,A
USGS,06803486,2001-04-01,28.0,A
USGS,06803486,2001-04-02,27.0,A
USGS,06803486,2001-04-03,31.0,A
USGS,06803486,2001-04-04,34.0,A
USGS,06803486,2001-04-05,33.0,A
USGS,06803486,2001-04-06,33.0,A
USGS,06803486,2001-04-07,34.0,A
USGS,06803486,2001-04-08,36.0,A
USGS,06803486,2001-04-09,32.0,A
USGS,06803486,2001-04-10,30.0,A
USGS,06803486,2001-04-11,31.0,A
USGS,06803486,2001-04-12,35.0,A
USGS,06803486,2001-04-13,34.0,A
USGS,06803486,2001-04-14,30.0,A
USGS,06803486,2001-04-15,29.0,A
USGS,06803486,2001-04-16,29.0,A
USGS,06803486,2001-04-17,30.0,A
USGS,06803486,2001-04-18,29.0,A
USGS,06803486,2001-04-19,28.0,A
USGS,06803486,2001-04-20,26.0,A
USGS,06803486,2001-04-21,26.0,A
USGS,06803486,2001-04-22,37.0,A
USGS,06803486,2001-04-23,34.0,A
USGS,06803486,2001-04-24,31.0,A
USGS,06803486,2001-04-25,27.0,A
USGS,06803486,2001-04-26,26.0,A
USGS,06803486,2001-04-27,25.0,A
USGS,06803486,2001-04-28,24.0,A
USGS,06803486,2001-04-29,24.0,A
USGS,06803486,2001-04-30,24.0,A
USGS,06803486,2001-05-01,25.0,A
USGS,06803486,2001-05-02,27.0,A:e
USGS,06803486,2001-05-03,110,A:e
USGS,06803486,2001-05-04,85.0,A
USGS,06803486,2001-05-05,441,A
USGS,06803486,2001-05-06,202,A
USGS,06803486,2001-05-07,92.0,A
USGS,06803486,2001-05-08,77.0,A
USGS,06803486,2001-05-09,68.0,A
USGS,06803486,2001-05-10,63.0,A
USGS,06803486,2001-05-11,58.0,A
USGS,06803486,2001-05-12,54.0,A
USGS,06803486,2001-05-13,50.0,A
USGS,06803486,2001-05-14,48.0,A
USGS,06803486,2001-05-15,46.0,A
USGS,06803486,2001-05-16,43.0,A
USGS,06803486,2001-05-17,40.0,A
USGS,06803486,2001-05-18,38.0,A
USGS,06803486,2001-05-19,35.0,A
USGS,06803486,2001-05-20,62.0,A
USGS,06803486,2001-05-21,88.0,A
USGS,06803486,2001-05-22,56.0,A
USGS,06803486,2001-05-23,45.0,A
USGS,06803486,2001-05-24,41.0,A
USGS,06803486,2001-05-25,35.0,A
USGS,06803486,2001-05-26,31.0,A
USGS,06803486,2001-05-27,28.0,A
USGS,06803486,2001-05-28,27.0,A
USGS,06803486,2001-05-29,27.0,A
USGS,06803486,2001-05-30,149,A
USGS,06803486,2001-05-31,383,A
USGS,06803486,2001-06-01,125,A
USGS,06803486,2001-06-02,81.0,A
USGS,06803486,2001-06-03,72.0,A
USGS,06803486,2001-06-04,70.0,A
USGS,06803486,2001-06-05,73.0,A
USGS,06803486,2001-06-06,73.0,A
USGS,06803486,2001-06-07,70.0,A
USGS,06803486,2001-06-08,68.0,A
USGS,06803486,2001-06-09,71.0,A
USGS,06803486,2001-06-10,83.0,A
USGS,06803486,2001-06-11,79.0,A
USGS,06803486,2001-06-12,78.0,A
USGS,06803486,2001-06-13,76.0,A
USGS,06803486,2001-06-14,978,A
USGS,06803486,2001-06-15,293,A
USGS,06803486,2001-06-16,172,A
USGS,06803486,2001-06-17,146,A
USGS,06803486,2001-06-18,134,A
USGS,06803486,2001-06-19,126,A
USGS,06803486,2001-06-20,118,A
USGS,06803486,2001-06-21,110,A
USGS,06803486,2001-06-22,101,A
USGS,06803486,2001-06-23,91.0,A
USGS,06803486,2001-06-24,84.0,A
USGS,06803486,2001-06-25,77.0,A
USGS,06803486,2001-06-26,71.0,A
USGS,06803486,2001-06-27,65.0,A
USGS,06803486,2001-06-28,58.0,A
USGS,06803486,2001-06-29,50.0,A
USGS,06803486,2001-06-30,45.0,A
USGS,06803486,2001-07-01,42.0,A
USGS,06803486,2001-07-02,37.0,A
USGS,06803486,2001-07-03,37.0,A
USGS,06803486,2001-07-04,37.0,A
USGS,06803486,2001-07-05,35.0,A
USGS,06803486,2001-07-06,32.0,A
USGS,06803486,2001-07-07,29.0,A
USGS,06803486,2001-07-08,27.0,A
USGS,06803486,2001-07-09,26.0,A
USGS,06803486,2001-07-10,26.0,A
USGS,06803486,2001-07-11,27.0,A
USGS,06803486,2001-07-12,27.0,A
USGS,06803486,2001-07-13,25.0,A
USGS,06803486,2001-07-14,22.0,A
USGS,06803486,2001-07-15,21.0,A
USGS,06803486,2001-07-16,24.0,A
USGS,06803486,2001-07-17,22.0,A
USGS,06803486,2001-07-18,19.0,A
USGS,06803486,2001-07-19,23.0,A
USGS,06803486,2001-07-20,20.0,A
USGS,06803486,2001-07-21,20.0,A
USGS,06803486,2001-07-22,20.0,A
USGS,06803486,2001-07-23,19.0,A
USGS,06803486,2001-07-24,17.0,A
USGS,06803486,2001-07-25,18.0,A
USGS,06803486,2001-07-26,17.0,A
USGS,06803486,2001-07-27,17.0,A
USGS,06803486,2001-07-28,15.0,A
USGS,06803486,2001-07-29,15.0,A
USGS,06803486,2001-07-30,16.0,A
USGS,06803486,2001-07-31,14.0,A
USGS,06803486,2001-08-01,13.0,A
USGS,06803486,2001-08-02,12.0,A
USGS,06803486,2001-08-03,11.0,A
USGS,06803486,2001-08-04,11.0,A
USGS,06803486,2001-08-05,9.90,A
USGS,06803486,2001-08-06,9.90,A
USGS,06803486,2001-08-07,9.10,A
USGS,06803486,2001-08-08,9.20,A
USGS,06803486,2001-08-09,8.90,A
USGS,06803486,2001-08-10,8.30,A
USGS,06803486,2001-08-11,7.70,A
USGS,06803486,2001-08-12,9.70,A
USGS,06803486,2001-08-13,11.0,A
USGS,06803486,2001-08-14,11.0,A
USGS,06803486,2001-08-15,18.0,A
USGS,06803486,2001-08-16,17.0,A
USGS,06803486,2001-08-17,18.0,A
USGS,06803486,2001-08-18,14.0,A
USGS,06803486,2001-08-19,14.0,A
USGS,06803486,2001-08-20,12.0,A
USGS,06803486,2001-08-21,10.0,A
USGS,06803486,2001-08-22,10.0,A
USGS,06803486,2001-08-23,11.0,A
USGS,06803486,2001-08-24,12.0,A
USGS,06803486,2001-08-25,12.0,A
USGS,06803486,2001-08-26,14.0,A
USGS,06803486,2001-08-27,12.0,A
USGS,06803486,2001-08-28,14.0,A
USGS,06803486,2001-08-29,14.0,A
USGS,06803486,2001-08-30,16.0,A
USGS,06803486,2001-08-31,15.0,A
USGS,06803486,2001-09-01,15.0,A
USGS,06803486,2001-09-02,13.0,A
USGS,06803486,2001-09-03,11.0,A
USGS,06803486,2001-09-04,11.0,A
USGS,06803486,2001-09-05,11.0,A
USGS,06803486,2001-09-06,9.50,A
USGS,06803486,2001-09-07,19.0,A
USGS,06803486,2001-09-08,22.0,A
USGS,06803486,2001-09-09,16.0,A
USGS,06803486,2001-09-10,13.0,A
USGS,06803486,2001-09-11,11.0,A
USGS,06803486,2001-09-12,9.40,A
USGS,06803486,2001-09-13,8.10,A
USGS,06803486,2001-09-14,8.40,A
USGS,06803486,2001-09-15,14.0,A
USGS,06803486,2001-09-16,13.0,A
USGS,06803486,2001-09-17,19.0,A
USGS,06803486,2001-09-18,14.0,A
USGS,06803486,2001-09-19,11.0,A
USGS,06803486,2001-09-20,10.0,A
USGS,06803486,2001-09-21,9.40,A
USGS,06803486,2001-09-22,35.0,A
USGS,06803486,2001-09-23,40.0,A
USGS,06803486,2001-09-24,10.0,A:e
USGS,06803486,2001-09-25,9.60,A
USGS,06803486,2001-09-26,11.0,A
USGS,06803486,2001-09-27,12.0,A
USGS,06803486,2001-09-28,9.80,A
USGS,06803486,2001-09-29,10.0,A
USGS,06803486,2001-09-30,9.40,A
USGS,06803486,2001-10-01,9.63,A
USGS,06803486,2001-10-02,9.92,A
USGS,06803486,2001-10-03,10.0,A
USGS,06803486,2001-10-04,10.3,A
USGS,06803486,2001-10-05,11.1,A
USGS,06803486,2001-10-06,11.9,A
USGS,06803486,2001-10-07,11.5,A
USGS,06803486,2001-10-08,11.9,A
USGS,06803486,2001-10-09,13.7,A
USGS,06803486,2001-10-10,16.7,A
USGS,06803486,2001-10-11,22.9,A
USGS,06803486,2001-10-12,19.2,A
USGS,06803486,2001-10-13,21.3,A
USGS,06803486,2001-10-14,18.4,A
USGS,06803486,2001-10-15,16.3,A
USGS,06803486,2001-10-16,66.1,A
USGS,06803486,2001-10-17,76.3,A
USGS,06803486,2001-10-18,75.0,A
USGS,06803486,2001-10-19,75.1,A
USGS,06803486,2001-10-20,74.5,A
USGS,06803486,2001-10-21,74.0,A
USGS,06803486,2001-10-22,75.8,A
USGS,06803486,2001-10-23,75.1,A
USGS,06803486,2001-10-24,71.8,A
USGS,06803486,2001-10-25,72.4,A
USGS,06803486,2001-10-26,70.6,A
USGS,06803486,2001-10-27,70.2,A
USGS,06803486,2001-10-28,70.8,A
USGS,06803486,2001-10-29,70.5,A
USGS,06803486,2001-10-30,68.7,A
USGS,06803486,2001-10-31,67.3,A
USGS,06803486,2001-11-01,64.0,A
USGS,06803486,2001-11-02,62.6,A
USGS,06803486,2001-11-03,61.0,A
USGS,06803486,2001-11-04,61.0,A
USGS,06803486,2001-11-05,64.0,A
USGS,06803486,2001-11-06,70.0,A
USGS,06803486,2001-11-07,70.0,A
USGS,06803486,2001-11-08,70.0,A
USGS,06803486,2001-11-09,69.0,A
USGS,06803486,2001-11-10,69.0,A
USGS,06803486,2001-11-11,68.6,A
USGS,06803486,2001-11-12,68.6,A
USGS,06803486,2001-11-13,68.8,A
USGS,06803486,2001-11-14,65.7,A
USGS,06803486,2001-11-15,64.3,A
USGS,06803486,2001-11-16,65.1,A
USGS,06803486,2001-11-17,63.8,A
USGS,06803486,2001-11-18,61.4,A
USGS,06803486,2001-11-19,61.6,A
USGS,06803486,2001-11-20,62.0,A
USGS,06803486,2001-11-21,64.8,A
USGS,06803486,2001-11-22,64.2,A
USGS,06803486,2001-11-23,64.5,A
USGS,06803486,2001-11-24,81.2,A
USGS,06803486,2001-11-25,83.1,A
USGS,06803486,2001-11-26,71.7,A
USGS,06803486,2001-11-27,65.8,A
USGS,06803486,2001-11-28,63.5,A
USGS,06803486,2001-11-29,63.4,A
USGS,06803486,2001-11-30,64.9,A
USGS,06803486,2001-12-01,63.7,A
USGS,06803486,2001-12-02,64.1,A
USGS,06803486,2001-12-03,64.3,A
USGS,06803486,2001-12-04,65.6,A
USGS,06803486,2001-12-05,65.6,A
USGS,06803486,2001-12-06,63.3,A
USGS,06803486,2001-12-07,62.6,A
USGS,06803486,2001-12-08,62.1,A
USGS,06803486,2001-12-09,61.0,A
USGS,06803486,2001-12-10,60.8,A
USGS,06803486,2001-12-11,71.9,A
USGS,06803486,2001-12-12,70.8,A
USGS,06803486,2001-12-13,93.6,A
USGS,06803486,2001-12-14,93.7,A
USGS,06803486,2001-12-15,91.9,A
USGS,06803486,2001-12-16,90.9,A
USGS,06803486,2001-12-17,91.0,A
USGS,06803486,2001-12-18,37.5,A
USGS,06803486,2001-12-19,22.6,A
USGS,06803486,2001-12-20,20.4,A
USGS,06803486,2001-12-21,20.0,A
USGS,06803486,2001-12-22,21.2,A
USGS,06803486,2001-12-23,20.1,A
USGS,06803486,2001-12-24,18.3,A:e
USGS,06803486,2001-12-25,16.1,A:e
USGS,06803486,2001-12-26,12.1,A:e
USGS,06803486,2001-12-27,11.5,A:e
USGS,06803486,2001-12-28,11.5,A:e
USGS,06803486,2001-12-29,9.83,A:e
USGS,06803486,2001-12-30,5.86,A:e
USGS,06803486,2001-12-31,6.43,A:e
USGS,06803486,2002-01-01,7.56,A:e
USGS,06803486,2002-01-02,9.27,A:e
USGS,06803486,2002-01-03,10.4,A:e
USGS,06803486,2002-01-04,11.5,A:e
USGS,06803486,2002-01-05,12.7,A:e
USGS,06803486,2002-01-06,15.5,A:e
USGS,06803486,2002-01-07,20.6,A:e
USGS,06803486,2002-01-08,18.0,A
USGS,06803486,2002-01-09,18.0,A
USGS,06803486,2002-01-10,20.0,A
USGS,06803486,2002-01-11,18.0,A:e
USGS,06803486,2002-01-12,19.2,A
USGS,06803486,2002-01-13,18.1,A
USGS,06803486,2002-01-14,18.0,A
USGS,06803486,2002-01-15,17.0,A:e
USGS,06803486,2002-01-16,16.0,A:e
USGS,06803486,2002-01-17,16.0,A:e
USGS,06803486,2002-01-18,18.0,A:e
USGS,06803486,2002-01-19,18.0,A:e
USGS,06803486,2002-01-20,18.0,A
USGS,06803486,2002-01-21,17.0,A
USGS,06803486,2002-01-22,16.0,A
USGS,06803486,2002-01-23,15.0,A
USGS,06803486,2002-01-24,18.0,A
USGS,06803486,2002-01-25,16.0,A
USGS,06803486,2002-01-26,14.4,A
USGS,06803486,2002-01-27,13.6,A
USGS,06803486,2002-01-28,10.0,A
USGS,06803486,2002-01-29,14.0,A
USGS,06803486,2002-01-30,17.0,A
USGS,06803486,2002-01-31,13.9,A:e
USGS,06803486,2002-02-01,11.2,A:e
USGS,06803486,2002-02-02,5.23,A:e
USGS,06803486,2002-02-03,6.86,A:e
USGS,06803486,2002-02-04,13.9,A:e
USGS,06803486,2002-02-05,11.2,A:e
USGS,06803486,2002-02-06,12.9,A:e
USGS,06803486,2002-02-07,15.0,A:e
USGS,06803486,2002-02-08,16.0,A
USGS,06803486,2002-02-09,16.9,A
USGS,06803486,2002-02-10,26.0,A
USGS,06803486,2002-02-11,20.0,A
USGS,06803486,2002-02-12,17.0,A
USGS,06803486,2002-02-13,22.0,A
USGS,06803486,2002-02-14,16.0,A
USGS,06803486,2002-02-15,16.1,A
USGS,06803486,2002-02-16,16.3,A
USGS,06803486,2002-02-17,16.3,A
USGS,06803486,2002-02-18,17.6,A
USGS,06803486,2002-02-19,17.4,A
USGS,06803486,2002-02-20,17.4,A
USGS,06803486,2002-02-21,16.2,A
USGS,06803486,2002-02-22,15.0,A
USGS,06803486,2002-02-23,14.9,A
USGS,06803486,2002-02-24,14.8,A
USGS,06803486,2002-02-25,14.0,A
USGS,06803486,2002-02-26,16.0,A
USGS,06803486,2002-02-27,16.0,A
USGS,06803486,2002-02-28,16.0,A
USGS,06803486,2002-03-01,12.0,A:e
USGS,06803486,2002-03-02,9.04,A:e
USGS,06803486,2002-03-03,10.1,A:e
USGS,06803486,2002-03-04,15.6,A:e
USGS,06803486,2002-03-05,18.0,A:e
USGS,06803486,2002-03-06,18.4,A
USGS,06803486,2002-03-07,17.1,A
USGS,06803486,2002-03-08,19.6,A
USGS,06803486,2002-03-09,29.4,A
USGS,06803486,2002-03-10,20.6,A
USGS,06803486,2002-03-11,16.2,A
USGS,06803486,2002-03-12,16.6,A
USGS,06803486,2002-03-13,18.5,A
USGS,06803486,2002-03-14,19.3,A
USGS,06803486,2002-03-15,17.7,A
USGS,06803486,2002-03-16,16.0,A
USGS,06803486,2002-03-17,16.2,A
USGS,06803486,2002-03-18,15.8,A
USGS,06803486,2002-03-19,16.0,A
USGS,06803486,2002-03-20,16.0,A
USGS,06803486,2002-03-21,15.6,A
USGS,06803486,2002-03-22,14.8,A
USGS,06803486,2002-03-23,15.7,A
USGS,06803486,2002-03-24,16.3,A
USGS,06803486,2002-03-25,17.4,A
USGS,06803486,2002-03-26,18.8,A
USGS,06803486,2002-03-27,19.9,A
USGS,06803486,2002-03-28,19.2,A
USGS,06803486,2002-03-29,17.6,A
USGS,06803486,2002-03-30,16.7,A
USGS,06803486,2002-03-31,16.3,A
USGS,06803486,2002-04-01,16.4,A
USGS,06803486,2002-04-02,16.2,A
USGS,06803486,2002-04-03,16.6,A
USGS,06803486,2002-04-04,16.6,A
USGS,06803486,2002-04-05,15.9,A
USGS,06803486,2002-04-06,15.5,A
USGS,06803486,2002-04-07,15.8,A
USGS,06803486,2002-04-08,16.7,A
USGS,06803486,2002-04-09,16.0,A
USGS,06803486,2002-04-10,15.3,A
USGS,06803486,2002-04-11,15.1,A
USGS,06803486,2002-04-12,15.0,A
USGS,06803486,2002-04-13,14.4,A
USGS,06803486,2002-04-14,14.4,A
USGS,06803486,2002-04-15,13.8,A
USGS,06803486,2002-04-16,14.8,A
USGS,06803486,2002-04-17,16.0,A
USGS,06803486,2002-04-18,15.8,A
USGS,06803486,2002-04-19,14.1,A
USGS,06803486,2002-04-20,14.3,A
USGS,06803486,2002-04-21,15.2,A
USGS,06803486,2002-04-22,14.9,A
USGS,06803486,2002-04-23,15.2,A
USGS,06803486,2002-04-24,14.0,A
USGS,06803486,2002-04-25,13.5,A
USGS,06803486,2002-04-26,14.1,A
USGS,06803486,2002-04-27,24.6,A
USGS,06803486,2002-04-28,19.9,A
USGS,06803486,2002-04-29,17.8,A
USGS,06803486,2002-04-30,16.1,A
USGS,06803486,2002-05-01,14.2,A
USGS,06803486,2002-05-02,13.2,A
USGS,06803486,2002-05-03,12.8,A
USGS,06803486,2002-05-04,12.2,A
USGS,06803486,2002-05-05,12.4,A
USGS,06803486,2002-05-06,43.1,A
USGS,06803486,2002-05-07,45.9,A
USGS,06803486,2002-05-08,18.7,A
USGS,06803486,2002-05-09,15.3,A
USGS,06803486,2002-05-10,14.3,A
USGS,06803486,2002-05-11,76.1,A
USGS,06803486,2002-05-12,122,A
USGS,06803486,2002-05-13,40.3,A
USGS,06803486,2002-05-14,29.6,A
USGS,06803486,2002-05-15,24.4,A
USGS,06803486,2002-05-16,23.5,A
USGS,06803486,2002-05-17,22.2,A
USGS,06803486,2002-05-18,21.0,A
USGS,06803486,2002-05-19,20.1,A
USGS,06803486,2002-05-20,20.2,A
USGS,06803486,2002-05-21,19.5,A
USGS,06803486,2002-05-22,20.1,A
USGS,06803486,2002-05-23,25.0,A
USGS,06803486,2002-05-24,25.0,A
USGS,06803486,2002-05-25,33.0,A
USGS,06803486,2002-05-26,28.0,A
USGS,06803486,2002-05-27,34.0,A
USGS,06803486,2002-05-28,42.9,A
USGS,06803486,2002-05-29,32.4,A
USGS,06803486,2002-05-30,24.8,A
USGS,06803486,2002-05-31,21.0,A
USGS,06803486,2002-06-01,19.0,A
USGS,06803486,2002-06-02,17.7,A
USGS,06803486,2002-06-03,16.0,A
USGS,06803486,2002-06-04,15.9,A
USGS,06803486,2002-06-05,17.3,A
USGS,06803486,2002-06-06,17.3,A
USGS,06803486,2002-06-07,15.5,A
USGS,06803486,2002-06-08,14.4,A
USGS,06803486,2002-06-09,15.3,A
USGS,06803486,2002-06-10,15.1,A
USGS,06803486,2002-06-11,15.5,A
USGS,06803486,2002-06-12,21.1,A
USGS,06803486,2002-06-13,45.4,A
USGS,06803486,2002-06-14,40.2,A
USGS,06803486,2002-06-15,18.9,A
USGS,06803486,2002-06-16,15.6,A
USGS,06803486,2002-06-17,14.6,A
USGS,06803486,2002-06-18,13.8,A
USGS,06803486,2002-06-19,13.3,A
USGS,06803486,2002-06-20,12.5,A
USGS,06803486,2002-06-21,11.3,A
USGS,06803486,2002-06-22,11.1,A
USGS,06803486,2002-06-23,13.4,A
USGS,06803486,2002-06-24,11.2,A
USGS,06803486,2002-06-25,9.91,A
USGS,06803486,2002-06-26,11.1,A
USGS,06803486,2002-06-27,10.4,A
USGS,06803486,2002-06-28,10.6,A
USGS,06803486,2002-06-29,9.08,A
USGS,06803486,2002-06-30,8.21,A
USGS,06803486,2002-07-01,7.10,A
USGS,06803486,2002-07-02,7.49,A
USGS,06803486,2002-07-03,7.12,A
USGS,06803486,2002-07-04,6.80,A
USGS,06803486,2002-07-05,5.91,A
USGS,06803486,2002-07-06,6.25,A
USGS,06803486,2002-07-07,10.1,A
USGS,06803486,2002-07-08,7.16,A
USGS,06803486,2002-07-09,5.96,A
USGS,06803486,2002-07-10,6.21,A
USGS,06803486,2002-07-11,7.69,A
USGS,06803486,2002-07-12,9.22,A
USGS,06803486,2002-07-13,9.01,A
USGS,06803486,2002-07-14,7.72,A
USGS,06803486,2002-07-15,7.80,A
USGS,06803486,2002-07-16,8.63,A
USGS,06803486,2002-07-17,8.05,A
USGS,06803486,2002-07-18,6.75,A
USGS,06803486,2002-07-19,6.28,A
USGS,06803486,2002-07-20,6.36,A
USGS,06803486,2002-07-21,5.39,A
USGS,06803486,2002-07-22,8.28,A
USGS,06803486,2002-07-23,12.6,A
USGS,06803486,2002-07-24,15.0,A
USGS,06803486,2002-07-25,12.2,A
USGS,06803486,2002-07-26,10.5,A
USGS,06803486,2002-07-27,9.56,A
USGS,06803486,2002-07-28,8.51,A
USGS,06803486,2002-07-29,6.69,A
USGS,06803486,2002-07-30,6.91,A
USGS,06803486,2002-07-31,6.40,A
