agency_cd,site_no,datetime,93535_00060_00003,93535_00060_00003_cd
USGS,06803486,2006-09-16,85.2,A
USGS,06803486,2006-09-17,415,A
USGS,06803486,2006-09-18,77.8,A
USGS,06803486,2006-09-19,33.3,A
USGS,06803486,2006-09-20,23.2,A
USGS,06803486,2006-09-21,32.5,A
USGS,06803486,2006-09-22,283,A
USGS,06803486,2006-09-23,94.0,A
USGS,06803486,2006-09-24,32.9,A
USGS,06803486,2006-09-25,23.6,A
USGS,06803486,2006-09-26,20.2,A
USGS,06803486,2006-09-27,19.2,A
USGS,06803486,2006-09-28,17.2,A
USGS,06803486,2006-09-29,14.3,A
USGS,06803486,2006-09-30,13.4,A
USGS,06803486,2006-10-01,9.92,A
USGS,06803486,2006-10-02,8.70,A
USGS,06803486,2006-10-03,8.69,A
USGS,06803486,2006-10-04,8.46,A
USGS,06803486,2006-10-05,7.58,A
USGS,06803486,2006-10-06,7.72,A
USGS,06803486,2006-10-07,7.43,A
USGS,06803486,2006-10-08,7.07,A
USGS,06803486,2006-10-09,7.05,A
USGS,06803486,2006-10-10,7.54,A
USGS,06803486,2006-10-11,7.52,A
USGS,06803486,2006-10-12,7.82,A
USGS,06803486,2006-10-13,7.59,A
USGS,06803486,2006-10-14,6.63,A
USGS,06803486,2006-10-15,8.40,A
USGS,06803486,2006-10-16,8.43,A
USGS,06803486,2006-10-17,8.54,A
USGS,06803486,2006-10-18,9.08,A
USGS,06803486,2006-10-19,8.79,A
USGS,06803486,2006-10-20,8.97,A
USGS,06803486,2006-10-21,9.34,A
USGS,06803486,2006-10-22,8.00,A
USGS,06803486,2006-10-23,8.67,A
USGS,06803486,2006-10-24,8.49,A
USGS,06803486,2006-10-25,8.37,A
USGS,06803486,2006-10-26,9.83,A
USGS,06803486,2006-10-27,10.3,A
USGS,06803486,2006-10-28,9.55,A
USGS,06803486,2006-10-29,8.71,A
USGS,06803486,2006-10-30,8.15,A
USGS,06803486,2006-10-31,8.25,A
USGS,06803486,2006-11-01,8.80,A
USGS,06803486,2006-11-02,8.94,A
USGS,06803486,2006-11-03,9.37,A
USGS,06803486,2006-11-04,8.96,A
USGS,06803486,2006-11-05,8.70,A
USGS,06803486,2006-11-06,8.78,A
USGS,06803486,2006-11-07,9.18,A
USGS,06803486,2006-11-08,9.01,A
USGS,06803486,2006-11-09,9.73,A
USGS,06803486,2006-11-10,9.48,A
USGS,06803486,2006-11-11,8.91,A
USGS,06803486,2006-11-12,9.33,A
USGS,06803486,2006-11-13,8.91,A
USGS,06803486,2006-11-14,8.44,A
USGS,06803486,2006-11-15,8.52,A
USGS,06803486,2006-11-16,8.59,A
USGS,06803486,2006-11-17,9.05,A
USGS,06803486,2006-11-18,9.43,A
USGS,06803486,2006-11-19,8.59,A
USGS,06803486,2006-11-20,8.71,A
USGS,06803486,2006-11-21,9.20,A
USGS,06803486,2006-11-22,9.23,A
USGS,06803486,2006-11-23,9.48,A
USGS,06803486,2006-11-24,9.75,A
USGS,06803486,2006-11-25,9.86,A
USGS,06803486,2006-11-26,11.7,A
USGS,06803486,2006-11-27,9.99,A
USGS,06803486,2006-11-28,10.2,A
USGS,06803486,2006-11-29,14.1,A
USGS,06803486,2006-11-30,21.7,A
USGS,06803486,2006-12-01,15.0,A
USGS,06803486,2006-12-02,12.6,A
USGS,06803486,2006-12-03,13.4,A
USGS,06803486,2006-12-04,12.1,A
USGS,06803486,2006-12-05,11.7,A
USGS,06803486,2006-12-06,14.1,A
USGS,06803486,2006-12-07,20.9,A
USGS,06803486,2006-12-08,16.5,A
USGS,06803486,2006-12-09,14.2,A
USGS,06803486,2006-12-10,12.7,A
USGS,06803486,2006-12-11,12.5,A
USGS,06803486,2006-12-12,12.0,A
USGS,06803486,2006-12-13,12.3,A
USGS,06803486,2006-12-14,11.2,A
USGS,06803486,2006-12-15,10.8,A
USGS,06803486,2006-12-16,10.9,A
USGS,06803486,2006-12-17,10.2,A
USGS,06803486,2006-12-18,9.29,A
USGS,06803486,2006-12-19,12.9,A
USGS,06803486,2006-12-20,12.3,A
USGS,06803486,2006-12-21,13.1,A
USGS,06803486,2006-12-22,14.4,A
USGS,06803486,2006-12-23,13.3,A
USGS,06803486,2006-12-24,11.7,A
USGS,06803486,2006-12-25,10.8,A
USGS,06803486,2006-12-26,10.6,A
USGS,06803486,2006-12-27,10.5,A
USGS,06803486,2006-12-28,10.7,A
USGS,06803486,2006-12-29,11.2,A
USGS,06803486,2006-12-30,26.7,A
USGS,06803486,2006-12-31,52.5,A
USGS,06803486,2007-01-01,38.0,A
USGS,06803486,2007-01-02,25.5,A
USGS,06803486,2007-01-03,28.8,A
USGS,06803486,2007-01-04,18.5,A
USGS,06803486,2007-01-05,16.0,A
USGS,06803486,2007-01-06,14.5,A
USGS,06803486,2007-01-07,13.6,A
USGS,06803486,2007-01-08,14.1,A
USGS,06803486,2007-01-09,14.0,A
USGS,06803486,2007-01-10,25.0,A:e
USGS,06803486,2007-01-11,20.0,A:e
USGS,06803486,2007-01-12,16.2,A:e
USGS,06803486,2007-01-13,15.4,A:e
USGS,06803486,2007-01-14,20.5,A:e
USGS,06803486,2007-01-15,15.9,A:e
USGS,06803486,2007-01-16,15.1,A:e
USGS,06803486,2007-01-17,21.9,A:e
USGS,06803486,2007-01-18,24.5,A:e
USGS,06803486,2007-01-19,21.9,A:e
USGS,06803486,2007-01-20,22.8,A:e
USGS,06803486,2007-01-21,24.5,A:e
USGS,06803486,2007-01-22,21.9,A:e
USGS,06803486,2007-01-23,26.5,A:e
USGS,06803486,2007-01-24,27.9,A:e
USGS,06803486,2007-01-25,25.3,A:e
USGS,06803486,2007-01-26,28.7,A:e
USGS,06803486,2007-01-27,21.9,A:e
USGS,06803486,2007-01-28,19.1,A:e
USGS,06803486,2007-01-29,22.2,A:e
USGS,06803486,2007-01-30,17.7,A:e
USGS,06803486,2007-01-31,22.1,A:e
USGS,06803486,2007-02-01,19.3,A:e
USGS,06803486,2007-02-02,16.9,A:e
USGS,06803486,2007-02-03,13.6,A:e
USGS,06803486,2007-02-04,20.5,A:e
USGS,06803486,2007-02-05,19.7,A:e
USGS,06803486,2007-02-06,20.5,A:e
USGS,06803486,2007-02-07,18.9,A:e
USGS,06803486,2007-02-08,18.9,A:e
USGS,06803486,2007-02-09,16.9,A:e
USGS,06803486,2007-02-10,18.1,A:e
USGS,06803486,2007-02-11,28.9,A:e
USGS,06803486,2007-02-12,31.4,A:e
USGS,06803486,2007-02-13,21.7,A:e
USGS,06803486,2007-02-14,12.4,A:e
USGS,06803486,2007-02-15,14.4,A:e
USGS,06803486,2007-02-16,23.6,A:e
USGS,06803486,2007-02-17,29.6,A:e
USGS,06803486,2007-02-18,36.1,A:e
USGS,06803486,2007-02-19,75.0,A:e
USGS,06803486,2007-02-20,207,A
USGS,06803486,2007-02-21,278,A
USGS,06803486,2007-02-22,155,A
USGS,06803486,2007-02-23,71.4,A
USGS,06803486,2007-02-24,85.0,A:e
USGS,06803486,2007-02-25,90.0,A:e
USGS,06803486,2007-02-26,70.0,A:e
USGS,06803486,2007-02-27,50.0,A:e
USGS,06803486,2007-02-28,45.0,A:e
USGS,06803486,2007-03-01,50.0,A:e
USGS,06803486,2007-03-02,45.0,A:e
USGS,06803486,2007-03-03,60.0,A:e
USGS,06803486,2007-03-04,50.0,A:e
USGS,06803486,2007-03-05,60.0,A:e
USGS,06803486,2007-03-06,75.0,A:e
USGS,06803486,2007-03-07,69.1,A:e
USGS,06803486,2007-03-08,40.0,A:e
USGS,06803486,2007-03-09,54.6,A:e
USGS,06803486,2007-03-10,60.0,A:e
USGS,06803486,2007-03-11,43.2,A
USGS,06803486,2007-03-12,32.4,A
USGS,06803486,2007-03-13,30.8,A
USGS,06803486,2007-03-14,28.3,A
USGS,06803486,2007-03-15,24.9,A
USGS,06803486,2007-03-16,21.6,A
USGS,06803486,2007-03-17,20.4,A
USGS,06803486,2007-03-18,19.2,A
USGS,06803486,2007-03-19,18.3,A
USGS,06803486,2007-03-20,17.7,A
USGS,06803486,2007-03-21,17.6,A
USGS,06803486,2007-03-22,18.3,A
USGS,06803486,2007-03-23,18.7,A
USGS,06803486,2007-03-24,17.9,A
USGS,06803486,2007-03-25,18.0,A
USGS,06803486,2007-03-26,17.0,A
USGS,06803486,2007-03-27,16.4,A
USGS,06803486,2007-03-28,17.5,A
USGS,06803486,2007-03-29,23.0,A
USGS,06803486,2007-03-30,25.3,A
USGS,06803486,2007-03-31,86.4,A
USGS,06803486,2007-04-01,86.1,A
USGS,06803486,2007-04-02,43.2,A
USGS,06803486,2007-04-03,31.6,A
USGS,06803486,2007-04-04,29.3,A
USGS,06803486,2007-04-05,25.8,A
USGS,06803486,2007-04-06,23.5,A
USGS,06803486,2007-04-07,22.8,A
USGS,06803486,2007-04-08,21.8,A
USGS,06803486,2007-04-09,21.5,A
USGS,06803486,2007-04-10,23.1,A
USGS,06803486,2007-04-11,24.9,A
USGS,06803486,2007-04-12,26.4,A
USGS,06803486,2007-04-13,25.1,A
USGS,06803486,2007-04-14,24.3,A
USGS,06803486,2007-04-15,22.1,A
USGS,06803486,2007-04-16,20.5,A
USGS,06803486,2007-04-17,18.0,A
USGS,06803486,2007-04-18,15.7,A
USGS,06803486,2007-04-19,15.3,A
USGS,06803486,2007-04-20,14.6,A
USGS,06803486,2007-04-21,15.5,A
USGS,06803486,2007-04-22,15.8,A
USGS,06803486,2007-04-23,14.7,A
USGS,06803486,2007-04-24,300,A
USGS,06803486,2007-04-25,638,A
USGS,06803486,2007-04-26,213,A
USGS,06803486,2007-04-27,91.3,A
USGS,06803486,2007-04-28,61.7,A
USGS,06803486,2007-04-29,47.7,A
USGS,06803486,2007-04-30,40.1,A
USGS,06803486,2007-05-01,34.0,A
USGS,06803486,2007-05-02,30.8,A
USGS,06803486,2007-05-03,29.0,A
USGS,06803486,2007-05-04,29.3,A
USGS,06803486,2007-05-05,908,A
USGS,06803486,2007-05-06,3740,A
USGS,06803486,2007-05-07,1200,A
USGS,06803486,2007-05-08,568,A
USGS,06803486,2007-05-09,396,A
USGS,06803486,2007-05-10,324,A
USGS,06803486,2007-05-11,280,A
USGS,06803486,2007-05-12,246,A
USGS,06803486,2007-05-13,222,A
USGS,06803486,2007-05-14,203,A
USGS,06803486,2007-05-15,391,A
USGS,06803486,2007-05-16,236,A
USGS,06803486,2007-05-17,192,A
USGS,06803486,2007-05-18,172,A
USGS,06803486,2007-05-19,156,A
USGS,06803486,2007-05-20,140,A
USGS,06803486,2007-05-21,128,A
USGS,06803486,2007-05-22,116,A
USGS,06803486,2007-05-23,108,A
USGS,06803486,2007-05-24,444,A
USGS,06803486,2007-05-25,239,A
USGS,06803486,2007-05-26,153,A
USGS,06803486,2007-05-27,128,A
USGS,06803486,2007-05-28,110,A
USGS,06803486,2007-05-29,100,A
USGS,06803486,2007-05-30,90.4,A
USGS,06803486,2007-05-31,92.4,A
USGS,06803486,2007-06-01,104,A
USGS,06803486,2007-06-02,87.7,A
USGS,06803486,2007-06-03,78.8,A
USGS,06803486,2007-06-04,84.6,A
USGS,06803486,2007-06-05,83.5,A
USGS,06803486,2007-06-06,72.4,A
USGS,06803486,2007-06-07,64.3,A
USGS,06803486,2007-06-08,57.3,A
USGS,06803486,2007-06-09,51.0,A
USGS,06803486,2007-06-10,47.5,A
USGS,06803486,2007-06-11,46.1,A
USGS,06803486,2007-06-12,44.6,A
USGS,06803486,2007-06-13,625,A
USGS,06803486,2007-06-14,293,A
USGS,06803486,2007-06-15,100,A
USGS,06803486,2007-06-16,79.6,A
USGS,06803486,2007-06-17,70.0,A
USGS,06803486,2007-06-18,64.0,A
USGS,06803486,2007-06-19,60.2,A
USGS,06803486,2007-06-20,56.1,A
USGS,06803486,2007-06-21,52.5,A
USGS,06803486,2007-06-22,51.1,A
USGS,06803486,2007-06-23,147,A
USGS,06803486,2007-06-24,99.6,A
USGS,06803486,2007-06-25,89.2,A
USGS,06803486,2007-06-26,81.1,A
USGS,06803486,2007-06-27,74.0,A
USGS,06803486,2007-06-28,65.1,A
USGS,06803486,2007-06-29,59.6,A
USGS,06803486,2007-06-30,56.4,A
USGS,06803486,2007-07-01,52.1,A
USGS,06803486,2007-07-02,48.2,A
USGS,06803486,2007-07-03,45.1,A
USGS,06803486,2007-07-04,42.2,A
USGS,06803486,2007-07-05,40.2,A
USGS,06803486,2007-07-06,38.3,A
USGS,06803486,2007-07-07,37.0,A
USGS,06803486,2007-07-08,34.0,A
USGS,06803486,2007-07-09,41.7,A
USGS,06803486,2007-07-10,73.6,A
USGS,06803486,2007-07-11,39.0,A
USGS,06803486,2007-07-12,34.7,A
USGS,06803486,2007-07-13,32.3,A
USGS,06803486,2007-07-14,30.3,A
USGS,06803486,2007-07-15,29.1,A
USGS,06803486,2007-07-16,27.9,A
USGS,06803486,2007-07-17,26.9,A
USGS,06803486,2007-07-18,24.0,A
USGS,06803486,2007-07-19,37.4,A
USGS,06803486,2007-07-20,32.4,A
USGS,06803486,2007-07-21,26.6,A
USGS,06803486,2007-07-22,23.6,A
USGS,06803486,2007-07-23,23.0,A
USGS,06803486,2007-07-24,21.2,A
USGS,06803486,2007-07-25,19.5,A
USGS,06803486,2007-07-26,18.4,A
USGS,06803486,2007-07-27,19.0,A
USGS,06803486,2007-07-28,19.1,A
USGS,06803486,2007-07-29,21.8,A
USGS,06803486,2007-07-30,18.6,A
USGS,06803486,2007-07-31,18.6,A
USGS,06803486,2007-08-01,20.0,A
USGS,06803486,2007-08-02,74.8,A
USGS,06803486,2007-08-03,49.1,A
USGS,06803486,2007-08-04,30.6,A
USGS,06803486,2007-08-05,27.7,A
USGS,06803486,2007-08-06,26.5,A
USGS,06803486,2007-08-07,36.1,A
USGS,06803486,2007-08-08,249,A
USGS,06803486,2007-08-09,265,A
USGS,06803486,2007-08-10,424,A
USGS,06803486,2007-08-11,181,A
USGS,06803486,2007-08-12,108,A
USGS,06803486,2007-08-13,339,A
USGS,06803486,2007-08-14,153,A
USGS,06803486,2007-08-15,93.6,A
USGS,06803486,2007-08-16,78.1,A
USGS,06803486,2007-08-17,115,A
USGS,06803486,2007-08-18,78.7,A
USGS,06803486,2007-08-19,62.9,A
USGS,06803486,2007-08-20,55.3,A
USGS,06803486,2007-08-21,50.4,A
USGS,06803486,2007-08-22,51.6,A
USGS,06803486,2007-08-23,95.9,A
USGS,06803486,2007-08-24,163,A
USGS,06803486,2007-08-25,77.8,A
USGS,06803486,2007-08-26,61.1,A
USGS,06803486,2007-08-27,54.4,A
USGS,06803486,2007-08-28,53.7,A
USGS,06803486,2007-08-29,636,A
USGS,06803486,2007-08-30,444,A
USGS,06803486,2007-08-31,244,A
USGS,06803486,2007-09-01,167,A
USGS,06803486,2007-09-02,133,A
USGS,06803486,2007-09-03,112,A
USGS,06803486,2007-09-04,97.4,A
USGS,06803486,2007-09-05,88.6,A
USGS,06803486,2007-09-06,81.5,A
USGS,06803486,2007-09-07,74.3,A
USGS,06803486,2007-09-08,67.4,A
USGS,06803486,2007-09-09,60.8,A
USGS,06803486,2007-09-10,56.0,A
USGS,06803486,2007-09-11,53.3,A
USGS,06803486,2007-09-12,49.3,A
USGS,06803486,2007-09-13,44.7,A
USGS,06803486,2007-09-14,42.1,A
USGS,06803486,2007-09-15,38.3,A
USGS,06803486,2007-09-16,36.8,A
USGS,06803486,2007-09-17,37.5,A
USGS,06803486,2007-09-18,68.2,A
USGS,06803486,2007-09-19,74.7,A
USGS,06803486,2007-09-20,45.8,A
USGS,06803486,2007-09-21,39.6,A
USGS,06803486,2007-09-22,37.2,A
USGS,06803486,2007-09-23,33.9,A
USGS,06803486,2007-09-24,34.6,A
USGS,06803486,2007-09-25,178,A
USGS,06803486,2007-09-26,54.5,A
USGS,06803486,2007-09-27,39.7,A
USGS,06803486,2007-09-28,35.3,A
USGS,06803486,2007-09-29,32.3,A
USGS,06803486,2007-09-30,30.8,A
USGS,06803486,2007-10-01,28.1,A
USGS,06803486,2007-10-02,27.5,A
USGS,06803486,2007-10-03,25.8,A
USGS,06803486,2007-10-04,23.9,A
USGS,06803486,2007-10-05,144,A
USGS,06803486,2007-10-06,66.6,A
USGS,06803486,2007-10-07,39.9,A
USGS,06803486,2007-10-08,190,A
USGS,06803486,2007-10-09,103,A
USGS,06803486,2007-10-10,56.6,A
USGS,06803486,2007-10-11,47.2,A
USGS,06803486,2007-10-12,42.4,A
USGS,06803486,2007-10-13,46.5,A
USGS,06803486,2007-10-14,117,A
USGS,06803486,2007-10-15,348,A
USGS,06803486,2007-10-16,215,A
USGS,06803486,2007-10-17,149,A
USGS,06803486,2007-10-18,218,A
USGS,06803486,2007-10-19,135,A
USGS,06803486,2007-10-20,104,A
USGS,06803486,2007-10-21,88.8,A
USGS,06803486,2007-10-22,79.0,A
USGS,06803486,2007-10-23,70.2,A
USGS,06803486,2007-10-24,64.8,A
USGS,06803486,2007-10-25,60.3,A
USGS,06803486,2007-10-26,58.4,A
USGS,06803486,2007-10-27,53.9,A
USGS,06803486,2007-10-28,52.7,A
USGS,06803486,2007-10-29,48.9,A
USGS,06803486,2007-10-30,48.0,A
USGS,06803486,2007-10-31,44.5,A
USGS,06803486,2007-11-01,45.0,A
USGS,06803486,2007-11-02,41.4,A
USGS,06803486,2007-11-03,41.8,A
USGS,06803486,2007-11-04,39.5,A
USGS,06803486,2007-11-05,37.3,A
USGS,06803486,2007-11-06,36.8,A
USGS,06803486,2007-11-07,35.5,A
USGS,06803486,2007-11-08,33.6,A
USGS,06803486,2007-11-09,31.6,A
USGS,06803486,2007-11-10,31.6,A
USGS,06803486,2007-11-11,30.6,A
USGS,06803486,2007-11-12,30.0,A
USGS,06803486,2007-11-13,29.7,A
USGS,06803486,2007-11-14,28.0,A
USGS,06803486,2007-11-15,28.5,A
USGS,06803486,2007-11-16,25.7,A
USGS,06803486,2007-11-17,26.0,A
USGS,06803486,2007-11-18,25.0,A
USGS,06803486,2007-11-19,24.3,A
USGS,06803486,2007-11-20,24.2,A
USGS,06803486,2007-11-21,24.5,A
USGS,06803486,2007-11-22,24.1,A
USGS,06803486,2007-11-23,21.2,A
USGS,06803486,2007-11-24,24.4,A
USGS,06803486,2007-11-25,24.1,A
USGS,06803486,2007-11-26,22.5,A
USGS,06803486,2007-11-27,22.7,A
USGS,06803486,2007-11-28,21.7,A
USGS,06803486,2007-11-29,15.2,A
USGS,06803486,2007-11-30,19.1,A
USGS,06803486,2007-12-01,31.0,A
USGS,06803486,2007-12-02,43.8,A
USGS,06803486,2007-12-03,35.9,A
USGS,06803486,2007-12-04,40.7,A
USGS,06803486,2007-12-05,36.8,A
USGS,06803486,2007-12-06,28.6,A
USGS,06803486,2007-12-07,39.5,A
USGS,06803486,2007-12-08,34.0,A:e
USGS,06803486,2007-12-09,21.0,A:e
USGS,06803486,2007-12-10,46.0,A:e
USGS,06803486,2007-12-11,42.1,A:e
USGS,06803486,2007-12-12,39.9,A:e
USGS,06803486,2007-12-13,44.7,A:e
USGS,06803486,2007-12-14,45.5,A:e
USGS,06803486,2007-12-15,35.0,A:e
USGS,06803486,2007-12-16,39.3,A:e
USGS,06803486,2007-12-17,48.5,A:e
USGS,06803486,2007-12-18,50.2,A:e
USGS,06803486,2007-12-19,47.6,A:e
USGS,06803486,2007-12-20,48.0,A:e
USGS,06803486,2007-12-21,49.0,A:e
USGS,06803486,2007-12-22,52.0,A:e
USGS,06803486,2007-12-23,53.3,A:e
USGS,06803486,2007-12-24,48.5,A:e
USGS,06803486,2007-12-25,40.0,A:e
USGS,06803486,2007-12-26,37.0,A:e
USGS,06803486,2007-12-27,37.0,A:e
USGS,06803486,2007-12-28,37.4,A:e
USGS,06803486,2007-12-29,38.0,A:e
USGS,06803486,2007-12-30,43.0,A:e
USGS,06803486,2007-12-31,40.0,A:e
USGS,06803486,2008-01-01,43.5,A:e
USGS,06803486,2008-01-02,40.0,A:e
USGS,06803486,2008-01-03,42.8,A:e
USGS,06803486,2008-01-04,38.0,A:e
USGS,06803486,2008-01-05,35.0,A:e
USGS,06803486,2008-01-06,33.0,A:e
USGS,06803486,2008-01-07,34.0,A:e
USGS,06803486,2008-01-08,37.0,A:e
USGS,06803486,2008-01-09,37.4,A:e
USGS,06803486,2008-01-10,37.0,A:e
USGS,06803486,2008-01-11,38.3,A:e
USGS,06803486,2008-01-12,37.8,A:e
USGS,06803486,2008-01-13,37.0,A:e
USGS,06803486,2008-01-14,36.3,A:e
USGS,06803486,2008-01-15,32.0,A:e
USGS,06803486,2008-01-16,32.0,A:e
USGS,06803486,2008-01-17,30.0,A:e
USGS,06803486,2008-01-18,30.4,A:e
USGS,06803486,2008-01-19,30.0,A:e
USGS,06803486,2008-01-20,33.0,A:e
USGS,06803486,2008-01-21,32.7,A:e
USGS,06803486,2008-01-22,31.8,A:e
USGS,06803486,2008-01-23,31.1,A:e
USGS,06803486,2008-01-24,30.5,A:e
USGS,06803486,2008-01-25,38.4,A:e
USGS,06803486,2008-01-26,48.7,A:e
USGS,06803486,2008-01-27,58.0,A:e
USGS,06803486,2008-01-28,96.0,A:e
USGS,06803486,2008-01-29,210,A:e
USGS,06803486,2008-01-30,123,A:e
USGS,06803486,2008-01-31,105,A:e
USGS,06803486,2008-02-01,94.1,A:e
USGS,06803486,2008-02-02,77.0,A:e
USGS,06803486,2008-02-03,68.5,A:e
USGS,06803486,2008-02-04,57.6,A:e
USGS,06803486,2008-02-05,50.7,A:e
USGS,06803486,2008-02-06,49.1,A:e
USGS,06803486,2008-02-07,50.7,A:e
USGS,06803486,2008-02-08,52.1,A:e
USGS,06803486,2008-02-09,53.3,A:e
USGS,06803486,2008-02-10,53.3,A:e
USGS,06803486,2008-02-11,52.1,A:e
USGS,06803486,2008-02-12,51.0,A:e
USGS,06803486,2008-02-13,50.6,A:e
USGS,06803486,2008-02-14,50.2,A:e
USGS,06803486,2008-02-15,49.0,A:e
USGS,06803486,2008-02-16,48.6,A:e
USGS,06803486,2008-02-17,48.6,A:e
USGS,06803486,2008-02-18,48.6,A:e
USGS,06803486,2008-02-19,48.2,A:e
USGS,06803486,2008-02-20,49.4,A:e
USGS,06803486,2008-02-21,51.7,A:e
USGS,06803486,2008-02-22,54.9,A:e
USGS,06803486,2008-02-23,55.7,A:e
USGS,06803486,2008-02-24,56.6,A
USGS,06803486,2008-02-25,109,A
USGS,06803486,2008-02-26,132,A
USGS,06803486,2008-02-27,97.4,A
USGS,06803486,2008-02-28,82.1,A
USGS,06803486,2008-02-29,94.8,A
USGS,06803486,2008-03-01,121,A
USGS,06803486,2008-03-02,142,A
USGS,06803486,2008-03-03,109,A
USGS,06803486,2008-03-04,81.5,A
USGS,06803486,2008-03-05,75.2,A
USGS,06803486,2008-03-06,62.3,A
USGS,06803486,2008-03-07,54.3,A:e
USGS,06803486,2008-03-08,46.9,A:e
USGS,06803486,2008-03-09,50.8,A:e
USGS,06803486,2008-03-10,51.7,A:e
USGS,06803486,2008-03-11,51.8,A
USGS,06803486,2008-03-12,50.5,A
USGS,06803486,2008-03-13,50.7,A
USGS,06803486,2008-03-14,48.2,A
USGS,06803486,2008-03-15,46.3,A
USGS,06803486,2008-03-16,45.2,A
USGS,06803486,2008-03-17,43.3,A
USGS,06803486,2008-03-18,42.8,A
USGS,06803486,2008-03-19,42.7,A
USGS,06803486,2008-03-20,40.6,A
USGS,06803486,2008-03-21,38.2,A
USGS,06803486,2008-03-22,38.7,A
USGS,06803486,2008-03-23,38.6,A
USGS,06803486,2008-03-24,38.5,A
USGS,06803486,2008-03-25,33.8,A
USGS,06803486,2008-03-26,32.4,A
USGS,06803486,2008-03-27,31.6,A
USGS,06803486,2008-03-28,33.0,A
USGS,06803486,2008-03-29,31.8,A
USGS,06803486,2008-03-30,29.9,A
USGS,06803486,2008-03-31,57.8,A
USGS,06803486,2008-04-01,65.1,A
USGS,06803486,2008-04-02,49.5,A
USGS,06803486,2008-04-03,47.7,A
USGS,06803486,2008-04-04,74.2,A
USGS,06803486,2008-04-05,62.7,A
USGS,06803486,2008-04-06,54.4,A
USGS,06803486,2008-04-07,52.3,A
USGS,06803486,2008-04-08,51.7,A
USGS,06803486,2008-04-09,50.8,A
USGS,06803486,2008-04-10,118,A
USGS,06803486,2008-04-11,322,A
USGS,06803486,2008-04-12,163,A
USGS,06803486,2008-04-13,114,A
USGS,06803486,2008-04-14,95.3,A
USGS,06803486,2008-04-15,88.8,A
USGS,06803486,2008-04-16,83.0,A
USGS,06803486,2008-04-17,107,A
USGS,06803486,2008-04-18,431,A
USGS,06803486,2008-04-19,389,A
USGS,06803486,2008-04-20,207,A
USGS,06803486,2008-04-21,166,A
USGS,06803486,2008-04-22,143,A
USGS,06803486,2008-04-23,128,A
USGS,06803486,2008-04-24,120,A
USGS,06803486,2008-04-25,130,A
USGS,06803486,2008-04-26,119,A
USGS,06803486,2008-04-27,107,A
USGS,06803486,2008-04-28,99.5,A
USGS,06803486,2008-04-29,92.3,A
USGS,06803486,2008-04-30,87.4,A
USGS,06803486,2008-05-01,85.2,A
USGS,06803486,2008-05-02,86.2,A
USGS,06803486,2008-05-03,97.0,A
USGS,06803486,2008-05-04,86.6,A
USGS,06803486,2008-05-05,77.7,A
USGS,06803486,2008-05-06,76.5,A
USGS,06803486,2008-05-07,94.8,A
USGS,06803486,2008-05-08,100,A
USGS,06803486,2008-05-09,93.5,A
USGS,06803486,2008-05-10,114,A
USGS,06803486,2008-05-11,236,A
USGS,06803486,2008-05-12,159,A
USGS,06803486,2008-05-13,128,A
USGS,06803486,2008-05-14,113,A
USGS,06803486,2008-05-15,104,A
USGS,06803486,2008-05-16,97.4,A
USGS,06803486,2008-05-17,92.3,A
USGS,06803486,2008-05-18,86.0,A
USGS,06803486,2008-05-19,78.9,A
USGS,06803486,2008-05-20,73.8,A
USGS,06803486,2008-05-21,68.4,A
USGS,06803486,2008-05-22,67.5,A
USGS,06803486,2008-05-23,170,A
USGS,06803486,2008-05-24,265,A
USGS,06803486,2008-05-25,185,A
USGS,06803486,2008-05-26,150,A
USGS,06803486,2008-05-27,126,A
USGS,06803486,2008-05-28,261,A
USGS,06803486,2008-05-29,197,A
USGS,06803486,2008-05-30,770,A
USGS,06803486,2008-05-31,900,A
USGS,06803486,2008-06-01,466,A
USGS,06803486,2008-06-02,330,A
USGS,06803486,2008-06-03,228,A
USGS,06803486,2008-06-04,202,A
USGS,06803486,2008-06-05,2530,A
USGS,06803486,2008-06-06,1240,A
USGS,06803486,2008-06-07,684,A
USGS,06803486,2008-06-08,1510,A
USGS,06803486,2008-06-09,784,A
USGS,06803486,2008-06-10,489,A
USGS,06803486,2008-06-11,748,A
USGS,06803486,2008-06-12,984,A
USGS,06803486,2008-06-13,434,A
USGS,06803486,2008-06-14,329,A
USGS,06803486,2008-06-15,1030,A
USGS,06803486,2008-06-16,966,A
USGS,06803486,2008-06-17,489,A
USGS,06803486,2008-06-18,380,A
USGS,06803486,2008-06-19,353,A
USGS,06803486,2008-06-20,346,A
USGS,06803486,2008-06-21,261,A
USGS,06803486,2008-06-22,233,A
USGS,06803486,2008-06-23,208,A
USGS,06803486,2008-06-24,1700,A
USGS,06803486,2008-06-25,352,A
USGS,06803486,2008-06-26,301,A
USGS,06803486,2008-06-27,277,A
USGS,06803486,2008-06-28,216,A
USGS,06803486,2008-06-29,184,A
USGS,06803486,2008-06-30,160,A
USGS,06803486,2008-07-01,148,A
USGS,06803486,2008-07-02,136,A
USGS,06803486,2008-07-03,126,A
USGS,06803486,2008-07-04,117,A
USGS,06803486,2008-07-05,220,A
USGS,06803486,2008-07-06,156,A
USGS,06803486,2008-07-07,124,A
USGS,06803486,2008-07-08,151,A
USGS,06803486,2008-07-09,132,A
USGS,06803486,2008-07-10,113,A
USGS,06803486,2008-07-11,105,A
